,index,symbol,tradedate,openPrice,highPrice,lowPrice,closePrice,volume,timestamp,pattern,CandlePattern,PatternType,range,NR7,NR4
5,281,AGCNET,20210104,736.0,771.5,736.0,758.05,6324,2021-01-04,0,,,35.5,,
5,287,AGRITECH,20210104,39.5,40.45,38.25,39.8,9158,2021-01-04,0,,,2.200000000000003,,
5,293,AGROPHOS,20210104,16.5,16.7,15.75,15.95,296854,2021-01-04,0,,,0.9499999999999993,,
5,299,AHLEAST,20210104,172.45,172.45,167.5,168.85,2020,2021-01-04,0,,,4.949999999999989,,
5,305,AHLUCONT,20210104,269.0,269.0,265.2,266.65,103201,2021-01-04,0,,,3.8000000000000114,,
5,311,AHLWEST,20210104,264.75,264.75,259.95,261.85,2633,2021-01-04,0,,,4.800000000000011,,
5,317,AIAENG,20210104,1993.7,2050.15,1976.9,2036.85,51394,2021-01-04,0,CDLHIKKAKE,Bearish,73.25,,
5,323,AIRAN,20210104,19.45,19.45,18.35,18.9,50651,2021-01-04,0,,,1.0999999999999979,,
5,329,AJANTPHARM,20210104,1651.9,1674.9,1642.0,1649.8,91174,2021-01-04,0,CDLHIKKAKE,Bearish,32.90000000000009,,
5,335,AJMERA,20210104,142.4,142.4,136.55,138.85,89616,2021-01-04,0,CDLHIKKAKE,Bullish,5.849999999999994,,
5,341,AKASH,20210104,250.0,250.0,236.0,240.2,51543,2021-01-04,0,,,14.0,,
5,347,AKSHARCHEM,20210104,266.15,279.2,266.1,272.15,111288,2021-01-04,0,,,13.099999999999966,,
5,353,AKSHOPTFBR,20210104,7.75,7.95,7.05,7.55,717254,2021-01-04,0,,,0.9000000000000004,,
5,359,AKZOINDIA,20210104,2456.95,2516.0,2412.25,2471.5,40670,2021-01-04,0,,,103.75,,
5,365,ALANKIT,20210104,20.0,20.4,18.85,19.05,342765,2021-01-04,0,,,1.5499999999999972,,
5,371,ALBERTDAVD,20210104,456.8,459.0,450.0,451.0,16233,2021-01-04,0,CDL3OUTSIDE,Bullish,9.0,,
5,377,ALEMBICLTD,20210104,106.0,106.9,104.4,105.2,403674,2021-01-04,0,,,2.5,,
5,383,ALICON,20210104,381.85,384.95,363.25,373.85,15952,2021-01-04,0,CDLHIKKAKE,Bullish,21.69999999999999,,
5,389,ALKALI,20210104,48.7,51.75,48.15,50.1,151082,2021-01-04,0,,,3.6000000000000014,,
5,395,ALKEM,20210104,2984.0,2984.0,2945.0,2967.2,68870,2021-01-04,0,,,39.0,,
5,401,ALKYLAMINE,20210104,3940.0,4625.0,3880.0,4447.3,365291,2021-01-04,0,,,745.0,,
5,407,ALLCARGO,20210104,137.05,137.7,133.7,134.4,746711,2021-01-04,0,,,4.0,,
5,413,ALLSEC,20210104,299.65,299.65,285.0,288.6,15739,2021-01-04,0,,,14.649999999999977,,
5,419,ALMONDZ,20210104,21.85,21.85,20.5,20.9,33824,2021-01-04,0,,,1.3500000000000014,,
5,425,ALOKINDS,20210104,23.6,23.75,22.7,22.95,16119458,2021-01-04,0,CDLENGULFING,Bearish,1.0500000000000007,,
5,431,ALPA,20210104,36.45,38.25,36.25,38.05,71105,2021-01-04,0,,,2.0,,
5,437,ALPHAGEO,20210104,199.95,204.5,196.0,203.0,14982,2021-01-04,0,,,8.5,,
5,449,AMARAJABAT,20210104,927.6,972.0,923.9,965.75,1523954,2021-01-04,0,CDLHIKKAKE,Bearish,48.10000000000002,,
5,455,AMBER,20210104,2410.0,2436.5,2386.3,2398.5,96510,2021-01-04,0,,,50.19999999999982,,
5,461,AMBIKCO,20210104,868.9,880.0,863.1,876.15,33281,2021-01-04,0,,,16.899999999999977,,
5,467,AMBUJACEM,20210104,252.9,253.8,250.0,252.9,4860584,2021-01-04,0,CDLHIKKAKE,Bearish,3.8000000000000114,,
5,473,AMDIND,20210104,20.9,22.0,20.3,21.7,130101,2021-01-04,0,,,1.6999999999999993,,
5,479,AMJLAND,20210104,26.85,28.0,26.15,26.65,22631,2021-01-04,0,,,1.8500000000000014,,
5,485,AMRUTANJAN,20210104,508.5,589.0,502.8,564.4,1751203,2021-01-04,0,,,86.19999999999999,,
5,491,ANANTRAJ,20210104,27.45,27.75,26.6,26.85,669866,2021-01-04,0,,,1.1499999999999986,,
5,497,ANDHRACEMT,20210104,6.4,6.6,6.4,6.45,971725,2021-01-04,0,,,0.1999999999999993,,
5,503,ANDHRAPAP,20210104,217.45,224.0,215.3,217.9,164518,2021-01-04,0,CDLENGULFING,Bullish,8.699999999999989,,
5,509,ANDHRSUGAR,20210104,325.0,328.5,316.0,321.0,105811,2021-01-04,0,,,12.5,,
5,515,ANGELBRKG,20210104,342.0,356.7,336.95,345.0,644292,2021-01-04,0,,,19.75,,
5,521,ANIKINDS,20210104,16.5,17.3,16.05,17.3,39549,2021-01-04,0,CDLHIKKAKE,Bearish,1.25,,
5,527,ANKITMETAL,20210104,1.75,1.75,1.75,1.75,46530,2021-01-04,0,,,0.0,,
5,533,ANSALAPI,20210104,12.35,12.35,12.35,12.35,29504,2021-01-04,0,,,0.0,,
5,539,ANSALHSG,20210104,7.7,7.7,7.7,7.7,20712,2021-01-04,0,,,0.0,,
5,545,ANUP,20210104,721.0,734.9,713.0,721.9,12734,2021-01-04,0,CDLHIKKAKE,Bullish,21.899999999999977,,
5,551,APARINDS,20210104,359.95,360.0,346.3,347.55,71279,2021-01-04,0,,,13.699999999999989,,
5,557,APCL,20210104,210.0,216.0,206.0,214.3,143795,2021-01-04,0,CDLENGULFING,Bullish,10.0,,
5,563,APCOTEXIND,20210104,168.4,168.4,164.0,165.05,57880,2021-01-04,0,,,4.400000000000006,,
5,569,APEX,20210104,310.45,312.4,305.85,309.25,66820,2021-01-04,0,,,6.5499999999999545,,
5,575,APLAPOLLO,20210104,864.0,897.0,862.1,891.05,567588,2021-01-04,0,CDLHIKKAKE,Bearish,34.89999999999998,,
5,581,APLLTD,20210104,1045.0,1067.9,1031.2,1062.7,173998,2021-01-04,0,,,36.700000000000045,,
5,587,APOLLO,20210104,125.1,125.9,121.3,123.45,75768,2021-01-04,0,CDLENGULFING,Bearish,4.6000000000000085,,
5,593,APOLLOHOSP,20210104,2418.1,2429.0,2398.25,2409.25,527018,2021-01-04,0,,,30.75,,
5,599,APOLLOPIPE,20210104,739.0,740.0,694.45,702.3,60886,2021-01-04,0,,,45.549999999999955,,
5,605,APOLLOTYRE,20210104,181.9,189.7,180.5,188.6,12369742,2021-01-04,0,CDLHIKKAKE,Bearish,9.199999999999989,,
5,611,APOLSINHOT,20210104,584.4,605.0,584.35,603.0,1318,2021-01-04,0,CDL3OUTSIDE,Bullish,20.649999999999977,,
5,617,APTECHT,20210104,158.7,158.7,153.8,156.25,313009,2021-01-04,0,CDLHIKKAKE,Bullish,4.899999999999977,,
5,629,ARCHIES,20210104,14.25,14.5,13.8,14.35,226640,2021-01-04,0,,,0.6999999999999993,,
5,635,ARENTERP,20210104,12.7,13.0,12.7,12.8,3146,2021-01-04,0,,,0.3000000000000007,,
5,641,ARIES,20210104,103.05,106.4,100.05,105.25,167637,2021-01-04,0,,,6.3500000000000085,,
5,647,ARIHANT,20210104,25.4,25.5,22.25,24.7,11708,2021-01-04,0,,,3.25,,
5,653,ARIHANTSUP,20210104,30.75,31.1,29.65,31.1,22403,2021-01-04,0,,,1.4500000000000028,,
5,659,ARMANFIN,20210104,745.95,749.85,721.75,727.2,7037,2021-01-04,0,,,28.100000000000023,,
5,665,AROGRANITE,20210104,52.0,52.0,48.05,49.1,89296,2021-01-04,0,,,3.950000000000003,,
5,683,ARSSINFRA,20210104,29.75,29.75,29.75,29.75,14206,2021-01-04,0,,,0.0,,
5,689,ARTEMISMED,20210104,219.45,227.0,219.25,220.05,332,2021-01-04,0,,,7.75,,
5,695,ARVIND,20210104,48.0,48.85,47.6,48.1,1473925,2021-01-04,0,,,1.25,,
5,701,ARVINDFASN,20210104,156.0,158.4,153.3,156.2,354924,2021-01-04,0,,,5.099999999999994,,
5,707,ARVSMART,20210104,113.9,115.6,111.5,112.2,107223,2021-01-04,0,CDLENGULFING,Bearish,4.099999999999994,,
5,713,ASAHIINDIA,20210104,276.3,286.95,276.3,284.55,138033,2021-01-04,0,CDLHIKKAKE,Bearish,10.649999999999977,,
5,719,ASAHISONG,20210104,254.0,272.0,251.25,263.6,105979,2021-01-04,0,,,20.75,,
5,731,ASALCBR,20210104,333.0,337.0,325.25,327.2,83976,2021-01-04,0,,,11.75,,
5,737,ASHAPURMIN,20210104,119.8,119.8,115.0,119.8,1128533,2021-01-04,0,,,4.799999999999997,,
5,743,ASHIANA,20210104,108.3,110.7,104.3,107.35,157519,2021-01-04,0,CDLHIKKAKE,Bullish,6.400000000000006,,
5,749,ASHIMASYN,20210104,12.8,12.95,12.15,12.9,53259,2021-01-04,0,CDLHIKKAKE,Bearish,0.7999999999999989,,
5,755,ASHOKA,20210104,94.2,94.5,92.05,92.9,902367,2021-01-04,0,,,2.450000000000003,,
5,761,ASHOKLEY,20210104,99.95,105.75,99.5,104.05,70313274,2021-01-04,0,,,6.25,,
5,767,ASIANHOTNR,20210104,75.1,82.0,74.95,76.55,10740,2021-01-04,0,,,7.049999999999997,,
5,773,ASIANPAINT,20210104,2781.1,2791.1,2745.0,2753.7,1360486,2021-01-04,0,CDLENGULFING,Bearish,46.09999999999991,,
5,779,ASIANTILES,20210104,283.0,288.65,280.05,287.0,260622,2021-01-04,0,,,8.599999999999966,,
5,785,ASPINWALL,20210104,168.5,173.0,164.7,165.5,4072,2021-01-04,0,,,8.300000000000011,,
5,791,ASTEC,20210104,1299.8,1319.4,1258.0,1308.9,85468,2021-01-04,0,,,61.40000000000009,,
5,797,ASTERDM,20210104,167.5,169.5,166.0,168.35,166656,2021-01-04,0,,,3.5,,
5,803,ASTRAL,20210104,1760.0,1803.05,1740.0,1795.3,128948,2021-01-04,0,CDLHIKKAKE,Bearish,63.049999999999955,,
5,809,ASTRAMICRO,20210104,125.5,130.7,123.2,126.8,915215,2021-01-04,0,,,7.499999999999986,,
5,815,ASTRAZEN,20210104,4840.0,4910.0,4600.0,4665.95,413070,2021-01-04,0,,,310.0,,
5,821,ASTRON,20210104,54.0,54.8,43.0,52.95,82743,2021-01-04,0,,,11.799999999999997,,
5,827,ATFL,20210104,894.2,894.2,865.8,877.45,19355,2021-01-04,0,CDL3OUTSIDE,Bearish,28.40000000000009,,
5,833,ATLANTA,20210104,9.45,9.5,8.8,9.5,88781,2021-01-04,0,,,0.6999999999999993,,
5,840,ATUL,20210104,6428.0,6468.0,6390.0,6456.8,25320,2021-01-04,0,,,78.0,,
5,846,ATULAUTO,20210104,184.5,189.35,184.3,185.6,175760,2021-01-04,0,,,5.049999999999983,,
5,852,AUBANK,20210104,890.0,891.75,868.0,883.25,1346862,2021-01-04,0,,,23.75,,
5,858,AURIONPRO,20210104,90.3,93.4,90.3,91.05,27375,2021-01-04,0,,,3.1000000000000085,,
5,864,AUROPHARMA,20210104,936.1,970.0,926.65,965.75,4065761,2021-01-04,0,CDLHIKKAKE,Bearish,43.35000000000002,,
5,870,AUSOMENT,20210104,53.5,54.15,51.05,51.8,19917,2021-01-04,100,CDLXSIDEGAP3METHODS,Bullish,3.1000000000000014,,
5,876,AUTOAXLES,20210104,1049.0,1071.8,1026.25,1064.95,34465,2021-01-04,0,CDLHIKKAKE,Bearish,45.549999999999955,,
5,882,AUTOIND,20210104,35.35,36.8,34.8,35.15,29538,2021-01-04,0,,,2.0,,
5,894,AVADHSUGAR,20210104,218.8,221.0,215.05,216.5,118051,2021-01-04,0,CDLHIKKAKE,Bearish,5.949999999999989,,
5,900,AVANTIFEED,20210104,524.8,529.45,520.1,522.25,242118,2021-01-04,0,,,9.350000000000023,,
5,906,AVTNPL,20210104,50.5,50.85,49.4,49.9,256475,2021-01-04,0,,,1.4500000000000028,,
1,908,AWHCL,20210104,403.4,403.4,362.0,378.35,5717110,2021-01-04,0,,,41.39999999999998,,
5,914,AXISBANK,20210104,627.8,633.0,621.3,624.7,14068156,2021-01-04,0,CDLHIKKAKE,Bearish,11.700000000000045,,
5,926,AXISCADES,20210104,60.2,60.2,58.0,58.65,57286,2021-01-04,0,,,2.200000000000003,,
5,944,AYMSYNTEX,20210104,40.55,42.1,40.0,41.25,23745,2021-01-04,0,,,2.1000000000000014,,
5,950,BAFNAPH,20210104,163.0,175.0,161.0,171.6,7446,2021-01-04,0,,,14.0,,
5,956,BAGFILMS,20210104,3.4,3.5,3.25,3.4,77708,2021-01-04,0,,,0.25,,
5,962,BAJAJ-AUTO,20210104,3490.0,3528.0,3465.0,3522.45,647829,2021-01-04,0,,,63.0,,
5,968,BAJAJCON,20210104,217.9,232.8,215.1,229.6,1092309,2021-01-04,0,,,17.700000000000017,,
5,974,BAJAJELEC,20210104,615.0,629.25,602.25,612.65,262898,2021-01-04,0,,,27.0,,
5,980,BAJAJFINSV,20210104,8940.0,9065.0,8841.75,8898.75,613306,2021-01-04,0,,,223.25,,
5,986,BAJAJHIND,20210104,6.2,6.35,6.15,6.25,2623181,2021-01-04,0,,,0.1999999999999993,,
5,992,BAJAJHLDNG,20210104,3139.95,3152.5,3120.35,3142.6,37409,2021-01-04,0,,,32.15000000000009,,
5,998,BAJFINANCE,20210104,5324.0,5324.0,5196.2,5216.2,2333659,2021-01-04,0,,,127.80000000000018,,
5,1004,BALAJITELE,20210104,68.85,71.9,68.5,70.25,594716,2021-01-04,0,,,3.4000000000000057,,
5,1010,BALAMINES,20210104,945.0,1009.0,945.0,1000.6,554760,2021-01-04,0,CDLHIKKAKE,Bearish,64.0,,
5,1016,BALAXI,20210104,641.2,650.0,633.35,640.35,2854,2021-01-04,0,,,16.649999999999977,,
5,1028,BALKRISIND,20210104,1640.5,1682.0,1617.0,1674.75,774689,2021-01-04,0,CDLENGULFING,Bullish,65.0,,
5,1034,BALMLAWRIE,20210104,129.9,131.05,127.1,127.95,619550,2021-01-04,0,,,3.950000000000017,,
5,1040,BALPHARMA,20210104,56.5,57.7,55.6,56.85,27541,2021-01-04,0,CDLHIKKAKE,Bearish,2.1000000000000014,,
5,1046,BALRAMCHIN,20210104,171.55,173.4,169.1,170.6,1116300,2021-01-04,0,,,4.300000000000011,,
5,1052,BANARBEADS,20210104,56.85,58.4,56.55,57.95,14386,2021-01-04,0,,,1.8500000000000014,,
5,1058,BANARISUG,20210104,1435.0,1439.8,1407.0,1412.45,1150,2021-01-04,0,CDLENGULFING,Bearish,32.799999999999955,,
5,1064,BANCOINDIA,20210104,146.15,149.0,144.5,146.55,193350,2021-01-04,0,,,4.5,,
5,1070,BANDHANBNK,20210104,404.0,404.4,395.0,397.0,9725066,2021-01-04,0,CDLHIKKAKE,Bullish,9.399999999999977,,
5,1076,BANG,20210104,31.95,31.95,30.0,30.3,10124,2021-01-04,0,CDLHIKKAKE,Bearish,1.9499999999999993,,
5,1082,BANKA,20210104,56.8,56.8,56.8,56.8,12167,2021-01-04,0,,,0.0,,
5,1088,BANKBARODA,20210104,65.1,66.3,64.3,65.8,40279407,2021-01-04,0,,,2.0,,
5,1100,BANKINDIA,20210104,50.65,50.95,50.0,50.35,3442715,2021-01-04,0,,,0.9500000000000028,,
5,1112,BANSWRAS,20210104,135.95,139.0,131.25,139.0,62144,2021-01-04,0,,,7.75,,
5,1118,BASF,20210104,1622.0,1645.0,1610.0,1614.95,30196,2021-01-04,0,,,35.0,,
5,1124,BASML,20210104,139.3,142.0,136.0,136.85,11080,2021-01-04,0,CDLHIKKAKE,Bearish,6.0,,
5,1130,BATAINDIA,20210104,1585.0,1603.0,1566.0,1594.85,523821,2021-01-04,0,,,37.0,,
5,1136,BAYERCROP,20210104,5484.0,5600.0,5450.0,5568.35,44613,2021-01-04,0,CDLHIKKAKE,Bearish,150.0,,
5,1142,BBL,20210104,903.3,903.3,879.0,881.35,12762,2021-01-04,0,,,24.299999999999955,,
5,1148,BBTC,20210104,1313.6,1322.8,1280.0,1297.25,47320,2021-01-04,0,,,42.799999999999955,,
5,1154,BCG,20210104,9.1,9.1,9.1,9.1,502604,2021-01-04,0,,,0.0,,
5,1160,BCP,20210104,7.4,7.4,7.05,7.25,127153,2021-01-04,0,,,0.35000000000000053,,
5,1166,BDL,20210104,352.9,352.9,348.05,350.0,507790,2021-01-04,0,,,4.849999999999966,,
5,1172,BEARDSELL,20210104,10.55,10.55,9.85,10.05,24057,2021-01-04,0,CDLHIKKAKE,Bearish,0.7000000000000011,,
5,1178,BECTORFOOD,20210104,503.2,505.4,467.5,470.15,3119301,2021-01-04,0,,,37.89999999999998,,
5,1184,BEDMUTHA,20210104,27.9,28.0,26.6,27.3,13299,2021-01-04,0,,,1.3999999999999986,,
5,1190,BEL,20210104,129.0,131.8,126.9,131.3,35204855,2021-01-04,0,,,4.900000000000006,,
5,1196,BEML,20210104,1051.0,1051.0,997.25,1006.15,2704793,2021-01-04,0,CDLHIKKAKE,Bearish,53.75,,
5,1202,BEPL,20210104,151.2,155.7,146.0,149.55,1264603,2021-01-04,0,,,9.699999999999989,,
5,1208,BERGEPAINT,20210104,766.0,779.85,765.3,778.5,725041,2021-01-04,0,,,14.550000000000068,,
5,1214,BFINVEST,20210104,299.6,303.0,294.05,295.45,30651,2021-01-04,0,CDLHIKKAKE,Bullish,8.949999999999989,,
5,1220,BFUTILITIE,20210104,292.8,293.6,285.0,289.3,234615,2021-01-04,0,CDLENGULFING,Bearish,8.600000000000023,,
5,1226,BGRENERGY,20210104,47.5,48.0,47.0,47.35,61370,2021-01-04,0,,,1.0,,
5,1232,BHAGERIA,20210104,168.15,174.8,164.5,171.0,249349,2021-01-04,0,,,10.300000000000011,,
5,1238,BHAGYANGR,20210104,37.95,38.75,35.6,36.85,122114,2021-01-04,0,,,3.1499999999999986,,
5,1244,BHAGYAPROP,20210104,24.75,25.0,24.05,24.95,14923,2021-01-04,0,,,0.9499999999999993,,
5,1256,BHARATFORG,20210104,546.5,553.75,534.2,552.6,2925683,2021-01-04,0,,,19.549999999999955,,
5,1262,BHARATGEAR,20210104,81.95,81.95,77.2,79.25,20439,2021-01-04,0,,,4.75,,
5,1268,BHARATRAS,20210104,9774.0,9838.35,9589.05,9615.9,3999,2021-01-04,0,,,249.3000000000011,,
5,1280,BHARTIARTL,20210104,517.0,520.5,511.6,517.1,13240524,2021-01-04,0,CDLHIKKAKE,Bearish,8.899999999999977,,
5,1286,BHEL,20210104,39.3,40.85,38.75,40.65,138885188,2021-01-04,0,,,2.1000000000000014,,
5,1292,BIGBLOC,20210104,106.4,106.4,106.4,106.4,777,2021-01-04,0,,,0.0,,
5,1298,BIL,20210104,154.0,154.45,148.05,150.85,6671,2021-01-04,0,,,6.399999999999977,,
5,1304,BINDALAGRO,20210104,17.05,19.9,16.65,19.9,1305601,2021-01-04,0,,,3.25,,
5,1310,BIOCON,20210104,468.0,469.8,464.45,467.0,2821496,2021-01-04,0,,,5.350000000000023,,
5,1316,BIOFILCHEM,20210104,192.15,192.15,192.15,192.15,260331,2021-01-04,0,,,0.0,,
5,1322,BIRLACABLE,20210104,56.5,58.5,56.0,56.9,124846,2021-01-04,0,,,2.5,,
5,1328,BIRLACORPN,20210104,739.8,744.0,727.85,734.6,288768,2021-01-04,0,CDLHIKKAKE,Bearish,16.149999999999977,,
5,1334,BIRLAMONEY,20210104,45.75,45.75,44.5,44.95,177155,2021-01-04,0,,,1.25,,
5,1340,BIRLATYRE,20210104,30.65,30.65,29.4,29.8,616596,2021-01-04,0,,,1.25,,
5,1346,BKMINDST,20210104,1.25,1.25,1.25,1.25,81430,2021-01-04,0,,,0.0,,
5,1352,BLBLIMITED,20210104,6.3,6.3,5.75,6.1,57656,2021-01-04,0,,,0.5499999999999998,,
5,1358,BLISSGVS,20210104,201.9,206.1,198.0,201.35,1044064,2021-01-04,0,,,8.099999999999994,,
5,1370,BLS,20210104,85.9,91.0,85.0,89.55,175581,2021-01-04,0,,,6.0,,
5,1378,BLUEDART,20210104,4111.0,4145.0,4005.0,4065.2,12077,2021-01-04,0,CDL3OUTSIDE,Bearish,140.0,,
5,1384,BLUESTARCO,20210104,809.2,811.95,796.25,807.45,64587,2021-01-04,0,,,15.700000000000045,,
5,1390,BODALCHEM,20210104,83.5,84.7,81.25,82.8,1076318,2021-01-04,0,CDL3OUTSIDE,Bullish,3.450000000000003,,
5,1396,BOMDYEING,20210104,79.0,80.1,76.75,78.2,2951488,2021-01-04,0,CDLHIKKAKE,Bullish,3.3499999999999943,,
5,1402,BOROLTD,20210104,221.1,230.8,221.1,230.8,406680,2021-01-04,0,,,9.700000000000017,,
5,1408,BORORENEW,20210104,280.0,299.7,271.2,299.7,2875923,2021-01-04,0,,,28.5,,
5,1414,BOSCHLTD,20210104,13030.2,13373.25,13018.3,13334.3,66155,2021-01-04,0,,,354.9500000000007,,
5,1420,BPCL,20210104,384.9,396.9,384.5,395.35,8238892,2021-01-04,0,CDLHIKKAKE,Bearish,12.399999999999977,,
5,1426,BPL,20210104,22.8,23.55,22.25,23.45,188581,2021-01-04,0,,,1.3000000000000007,,
5,1432,BRFL,20210104,12.5,12.65,11.7,12.4,253968,2021-01-04,0,,,0.9500000000000011,,
5,1438,BRIGADE,20210104,250.6,259.0,245.3,252.7,555832,2021-01-04,0,,,13.699999999999989,,
5,1444,BRITANNIA,20210104,3589.0,3593.9,3537.0,3552.9,698402,2021-01-04,0,,,56.90000000000009,,
5,1450,BRNL,20210104,36.9,36.9,35.15,35.7,158658,2021-01-04,0,CDLHIKKAKE,Bullish,1.75,,
5,1456,BROOKS,20210104,72.5,73.2,71.15,73.2,105144,2021-01-04,0,,,2.049999999999997,,
5,1462,BSE,20210104,650.0,658.0,641.95,647.15,978665,2021-01-04,0,,,16.049999999999955,,
5,1468,BSELINFRA,20210104,1.3,1.3,1.25,1.3,125928,2021-01-04,0,,,0.050000000000000044,,
5,1480,BSL,20210104,35.4,35.4,33.4,34.2,10578,2021-01-04,0,,,2.0,,
5,1498,BSOFT,20210104,251.0,255.7,247.0,253.8,1193569,2021-01-04,0,,,8.699999999999989,,
5,1504,BURGERKING,20210104,174.85,175.05,170.2,171.25,3961867,2021-01-04,0,,,4.850000000000023,,
5,1516,BUTTERFLY,20210104,473.0,473.0,460.9,469.2,22388,2021-01-04,0,,,12.100000000000023,,
5,1528,BYKE,20210104,20.3,21.3,20.3,21.3,80127,2021-01-04,0,CDL3OUTSIDE,Bullish,1.0,,
5,1534,CADILAHC,20210104,494.0,494.0,479.1,486.4,6212355,2021-01-04,0,CDLHIKKAKE,Bearish,14.899999999999977,,
5,1540,CALSOFT,20210104,11.1,11.25,10.4,11.0,104995,2021-01-04,0,,,0.8499999999999996,,
5,1546,CAMLINFINE,20210104,126.0,131.9,123.6,127.55,919777,2021-01-04,0,,,8.300000000000011,,
5,1552,CAMS,20210104,1796.5,1849.9,1760.0,1825.45,297889,2021-01-04,0,,,89.90000000000009,,
5,1558,CANBK,20210104,135.0,136.0,130.4,134.0,28899189,2021-01-04,0,CDL3OUTSIDE,Bullish,5.599999999999994,,
