,index,symbol,tradedate,openPrice,highPrice,lowPrice,closePrice,volume,timestamp,range,NR7,NR4
7,7,20MICRONS,20210101,40.75,40.8,39.8,40.05,126229,2021-01-01,1.0,2.25,2.25
7,15,21STCENMGM,20210101,10.65,10.65,10.45,10.65,978,2021-01-01,0.20000000000000107,0.15000000000000036,0.1999999999999993
7,23,3IINFOTECH,20210101,6.75,6.75,6.75,6.75,666689,2021-01-01,0.0,0.0,0.0
7,31,3MINDIA,20210101,20830.7,21243.95,20830.7,21127.6,1663,2021-01-01,413.25,190.0,299.0
7,39,3PLAND,20210101,11.35,11.65,10.8,11.2,18637,2021-01-01,0.8499999999999996,0.0,0.049999999999998934
7,47,5PAISA,20210101,307.9,307.9,295.0,302.15,10239,2021-01-01,12.899999999999977,9.949999999999989,9.949999999999989
7,55,63MOONS,20210101,81.8,83.0,80.05,82.1,32625,2021-01-01,2.950000000000003,2.200000000000003,2.200000000000003
7,71,A2ZINFRA,20210101,4.75,5.3,4.75,5.3,1764688,2021-01-01,0.5499999999999998,0.20000000000000018,0.20000000000000018
7,87,AARON,20210101,52.9,52.9,50.4,51.85,10752,2021-01-01,2.5,1.8999999999999986,1.8999999999999986
7,95,AARTIDRUGS,20210101,710.0,747.5,708.5,735.0,1450044,2021-01-01,39.0,9.0,9.0
7,103,AARTIIND,20210101,1244.0,1275.0,1242.1,1260.5,406198,2021-01-01,32.90000000000009,20.0,20.0
7,111,AARTISURF,20210101,1030.0,1060.2,1009.0,1025.6,17725,2021-01-01,51.200000000000045,30.850000000000023,38.950000000000045
7,119,AARVEEDEN,20210101,18.2,18.85,17.45,18.0,15006,2021-01-01,1.4000000000000021,0.0,1.3000000000000007
7,127,AARVI,20210101,50.5,51.9,46.25,50.3,106231,2021-01-01,5.649999999999999,3.450000000000003,4.75
7,135,AAVAS,20210101,1703.0,1736.45,1685.15,1720.65,18196,2021-01-01,51.299999999999955,34.75,34.75
7,143,ABAN,20210101,28.9,29.35,28.5,28.9,37768,2021-01-01,0.8500000000000014,0.8999999999999986,1.1000000000000014
7,151,ABB,20210101,1212.0,1238.5,1212.0,1232.7,95451,2021-01-01,26.5,15.700000000000045,15.700000000000045
7,159,ABBOTINDIA,20210101,15800.0,15856.3,15698.0,15746.0,22888,2021-01-01,158.29999999999927,240.04999999999927,240.04999999999927
7,167,ABCAPITAL,20210101,85.0,89.8,84.8,89.1,4001702,2021-01-01,5.0,1.7999999999999972,1.7999999999999972
7,175,ABFRL,20210101,166.65,168.8,165.9,166.5,1109915,2021-01-01,2.9000000000000057,3.700000000000017,3.700000000000017
7,183,ABMINTLTD,20210101,23.75,24.9,23.75,24.9,492,2021-01-01,1.1499999999999986,0.0,0.0
7,207,ACC,20210101,1617.2,1632.0,1615.65,1626.1,647892,2021-01-01,16.34999999999991,25.75,25.75
7,215,ACCELYA,20210101,963.65,968.0,947.9,958.85,4158,2021-01-01,20.100000000000023,17.300000000000068,17.300000000000068
7,223,ACCURACY,20210101,36.05,37.75,35.85,36.8,5092,2021-01-01,1.8999999999999986,1.5,1.5
7,231,ACE,20210101,136.85,144.9,136.2,142.75,907253,2021-01-01,8.700000000000017,4.049999999999983,4.049999999999983
7,239,ADANIENT,20210101,477.0,493.25,477.0,491.15,5035248,2021-01-01,16.25,12.600000000000023,14.449999999999989
7,255,ADANIGREEN,20210101,1079.9,1079.9,1053.05,1065.95,297560,2021-01-01,26.850000000000136,19.199999999999818,19.199999999999818
7,263,ADANIPORTS,20210101,485.0,508.0,482.55,503.85,7815730,2021-01-01,25.44999999999999,9.450000000000045,9.450000000000045
7,271,ADANIPOWER,20210101,49.8,50.5,49.8,50.15,4126797,2021-01-01,0.7000000000000028,1.25,1.25
7,279,ADANITRANS,20210101,438.9,440.95,431.0,434.25,244567,2021-01-01,9.949999999999989,9.350000000000023,10.449999999999989
