,index,symbol,tradedate,openPrice,highPrice,lowPrice,closePrice,volume,timestamp,range,NR7,NR4
8,692,AMBIKCO,20210211,980.45,983.1,964.4,967.8,8941,2021-02-11,18.700000000000045,26.75,26.75
8,701,AMBUJACEM,20210211,272.2,277.8,271.5,276.9,5475278,2021-02-11,6.300000000000011,6.199999999999989,6.199999999999989
8,710,AMDIND,20210211,18.35,18.5,17.9,18.0,14778,2021-02-11,0.6000000000000014,0.3999999999999986,0.3999999999999986
8,719,AMJLAND,20210211,25.8,26.0,24.85,25.4,14253,2021-02-11,1.1499999999999986,0.6999999999999993,0.6999999999999993
8,728,AMRUTANJAN,20210211,529.0,545.4,516.0,533.7,342761,2021-02-11,29.399999999999977,6.050000000000068,6.050000000000068
8,737,ANANTRAJ,20210211,41.55,44.7,41.3,43.2,736073,2021-02-11,3.4000000000000057,1.25,1.25
8,746,ANDHRACEMT,20210211,5.35,5.6,5.3,5.6,304838,2021-02-11,0.2999999999999998,0.15000000000000036,0.1999999999999993
8,755,ANDHRAPAP,20210211,221.55,229.4,221.55,228.4,76951,2021-02-11,7.849999999999994,4.300000000000011,6.099999999999994
8,764,ANDHRSUGAR,20210211,311.4,315.0,311.0,313.95,25467,2021-02-11,4.0,5.449999999999989,5.449999999999989
8,773,ANGELBRKG,20210211,343.0,346.65,341.9,342.3,33296,2021-02-11,4.75,6.899999999999977,6.899999999999977
8,782,ANIKINDS,20210211,15.7,15.9,15.0,15.25,13222,2021-02-11,0.9000000000000004,0.0,0.6500000000000004
5,788,ANKITMETAL,20210211,1.15,1.15,1.05,1.15,80027,2021-02-11,0.09999999999999987,0.0,0.0
8,797,ANSALAPI,20210211,7.1,7.1,7.1,7.1,10741,2021-02-11,0.0,0.0,0.0
8,806,ANSALHSG,20210211,6.6,6.6,6.1,6.1,126993,2021-02-11,0.5,0.14999999999999947,0.14999999999999947
8,815,ANUP,20210211,638.0,677.95,634.15,658.1,100533,2021-02-11,43.80000000000007,16.200000000000045,16.200000000000045
8,824,APARINDS,20210211,394.0,428.3,392.95,415.35,1300387,2021-02-11,35.35000000000002,9.899999999999977,11.75
8,833,APCL,20210211,213.35,219.15,213.35,215.35,45551,2021-02-11,5.800000000000011,6.950000000000017,8.650000000000006
8,842,APCOTEXIND,20210211,172.25,186.7,172.25,184.9,140859,2021-02-11,14.449999999999989,5.050000000000011,5.050000000000011
8,851,APEX,20210211,270.15,282.85,254.3,259.2,381069,2021-02-11,28.55000000000001,5.5,5.5
8,860,APLAPOLLO,20210211,948.0,953.0,931.1,941.0,208962,2021-02-11,21.899999999999977,15.899999999999977,15.899999999999977
8,869,APLLTD,20210211,941.0,949.0,933.0,935.8,216628,2021-02-11,16.0,19.850000000000023,19.850000000000023
8,878,APOLLO,20210211,116.95,119.65,115.3,115.9,228637,2021-02-11,4.3500000000000085,2.450000000000003,4.3999999999999915
8,887,APOLLOHOSP,20210211,2760.0,2779.5,2730.0,2756.5,581642,2021-02-11,49.5,55.0,55.0
8,896,APOLLOPIPE,20210211,699.6,706.4,691.0,696.25,12924,2021-02-11,15.399999999999977,14.399999999999977,21.350000000000023
8,905,APOLLOTYRE,20210211,249.0,249.1,239.0,240.0,12561402,2021-02-11,10.099999999999994,9.0,9.75
8,914,APOLSINHOT,20210211,566.95,567.9,551.15,564.1,1083,2021-02-11,16.75,11.450000000000045,11.549999999999955
8,923,APTECHT,20210211,221.7,228.1,220.0,222.15,568971,2021-02-11,8.099999999999994,9.400000000000006,9.400000000000006
8,941,ARCHIES,20210211,12.8,13.2,12.45,12.7,38823,2021-02-11,0.75,0.3000000000000007,0.3000000000000007
8,950,ARENTERP,20210211,12.05,12.05,11.25,11.75,287,2021-02-11,0.8000000000000007,0.7999999999999989,0.7999999999999989
8,959,ARIES,20210211,95.25,97.65,93.0,93.45,65603,2021-02-11,4.650000000000006,3.299999999999997,3.299999999999997
8,968,ARIHANT,20210211,23.2,23.6,22.5,22.5,4545,2021-02-11,1.1000000000000014,1.0500000000000007,1.4499999999999993
8,977,ARIHANTSUP,20210211,40.05,41.4,39.4,40.4,16764,2021-02-11,2.0,1.25,3.5500000000000043
8,986,ARMANFIN,20210211,710.3,733.45,710.3,721.95,10062,2021-02-11,23.15000000000009,12.0,12.0
8,995,AROGRANITE,20210211,44.25,44.4,42.2,42.85,27037,2021-02-11,2.1999999999999957,1.4499999999999957,1.4499999999999957
8,1022,ARSSINFRA,20210211,24.4,24.4,23.15,23.75,17654,2021-02-11,1.25,0.6499999999999986,0.6499999999999986
8,1031,ARTEMISMED,20210211,198.0,215.0,198.0,212.15,3065,2021-02-11,17.0,8.900000000000006,18.94999999999999
8,1040,ARVIND,20210211,61.35,68.3,60.2,66.2,10592457,2021-02-11,8.099999999999994,1.3500000000000014,1.9500000000000028
8,1049,ARVINDFASN,20210211,145.5,151.0,143.75,149.15,484574,2021-02-11,7.25,3.25,3.25
8,1058,ARVSMART,20210211,100.25,101.65,95.6,97.5,197336,2021-02-11,6.050000000000011,2.25,3.5
8,1067,ASAHIINDIA,20210211,282.9,292.0,281.0,290.85,85312,2021-02-11,11.0,7.550000000000011,7.550000000000011
8,1076,ASAHISONG,20210211,251.05,251.4,244.0,246.1,16249,2021-02-11,7.400000000000006,8.349999999999994,8.349999999999994
8,1094,ASALCBR,20210211,352.8,358.0,347.05,353.2,173610,2021-02-11,10.949999999999989,9.949999999999989,9.949999999999989
8,1103,ASHAPURMIN,20210211,124.85,128.75,120.5,128.75,366629,2021-02-11,8.25,4.049999999999997,4.900000000000006
8,1112,ASHIANA,20210211,101.35,102.0,100.3,101.3,49512,2021-02-11,1.7000000000000028,2.5,3.25
8,1121,ASHIMASYN,20210211,12.75,13.2,12.75,13.1,59202,2021-02-11,0.4499999999999993,0.5499999999999989,0.5499999999999989
8,1130,ASHOKA,20210211,111.8,112.5,110.0,110.9,1357621,2021-02-11,2.5,4.049999999999997,4.049999999999997
8,1139,ASHOKLEY,20210211,133.0,135.5,132.9,135.05,17123787,2021-02-11,2.5999999999999943,3.3000000000000114,3.3000000000000114
8,1148,ASIANHOTNR,20210211,70.65,72.1,70.55,71.1,5272,2021-02-11,1.5499999999999972,1.3499999999999943,1.3499999999999943
8,1157,ASIANPAINT,20210211,2524.95,2540.0,2495.1,2505.5,1446286,2021-02-11,44.90000000000009,53.09999999999991,53.09999999999991
8,1166,ASIANTILES,20210211,269.0,271.2,264.0,268.1,194855,2021-02-11,7.199999999999989,8.149999999999977,8.149999999999977
8,1175,ASPINWALL,20210211,167.2,172.9,165.6,167.0,1006,2021-02-11,7.300000000000011,7.900000000000006,9.300000000000011
8,1184,ASTEC,20210211,1050.05,1065.35,1037.0,1040.7,29725,2021-02-11,28.34999999999991,21.75,21.75
8,1193,ASTERDM,20210211,152.9,154.2,147.6,148.55,382074,2021-02-11,6.599999999999994,3.5,3.5
8,1202,ASTRAL,20210211,2044.0,2059.4,2010.05,2034.9,145938,2021-02-11,49.350000000000136,58.94999999999982,58.94999999999982
8,1211,ASTRAMICRO,20210211,118.85,120.9,118.15,119.85,201165,2021-02-11,2.75,1.75,1.75
8,1220,ASTRAZEN,20210211,3730.0,3790.0,3696.6,3718.5,32764,2021-02-11,93.40000000000009,66.84999999999991,66.84999999999991
8,1229,ASTRON,20210211,44.95,45.25,43.2,43.35,26168,2021-02-11,2.049999999999997,1.0999999999999943,1.0999999999999943
8,1238,ATFL,20210211,832.65,845.1,828.65,832.35,2416,2021-02-11,16.450000000000045,14.299999999999955,14.299999999999955
8,1247,ATGL,20210211,384.25,390.0,377.15,379.2,909606,2021-02-11,12.850000000000023,5.300000000000011,5.300000000000011
8,1256,ATLANTA,20210211,7.8,7.85,7.2,7.75,71451,2021-02-11,0.6499999999999995,0.3000000000000007,0.34999999999999964
8,1266,ATUL,20210211,6369.0,6525.0,6335.0,6516.1,21973,2021-02-11,190.0,89.64999999999964,89.64999999999964
8,1275,ATULAUTO,20210211,186.0,187.85,184.5,186.1,71683,2021-02-11,3.3499999999999943,4.5,5.0
8,1284,AUBANK,20210211,1103.9,1136.95,1085.05,1125.9,706879,2021-02-11,51.90000000000009,29.09999999999991,30.0
8,1293,AURIONPRO,20210211,78.95,79.9,77.3,79.55,12139,2021-02-11,2.6000000000000085,3.1500000000000057,5.349999999999994
8,1302,AUROPHARMA,20210211,944.5,969.7,928.0,935.2,6402727,2021-02-11,41.700000000000045,19.149999999999977,19.149999999999977
8,1311,AUSOMENT,20210211,52.6,53.9,50.3,51.15,27893,2021-02-11,3.6000000000000014,1.3999999999999986,2.049999999999997
8,1320,AUTOAXLES,20210211,1084.0,1184.95,1084.0,1158.8,74067,2021-02-11,100.95000000000005,26.049999999999955,31.0
8,1329,AUTOIND,20210211,31.0,31.6,30.15,31.0,13917,2021-02-11,1.4500000000000028,0.9499999999999993,0.9499999999999993
8,1338,AVADHSUGAR,20210211,184.95,189.7,182.0,182.7,80243,2021-02-11,7.699999999999989,3.8000000000000114,3.8000000000000114
8,1347,AVANTIFEED,20210211,506.65,510.9,504.0,505.7,218155,2021-02-11,6.899999999999977,6.2999999999999545,6.2999999999999545
8,1356,AVTNPL,20210211,47.9,48.0,46.9,47.1,146316,2021-02-11,1.1000000000000014,1.0,1.0
8,1365,AWHCL,20210211,331.0,335.0,319.25,320.7,139846,2021-02-11,15.75,8.399999999999977,8.399999999999977
8,1374,AXISBANK,20210211,731.0,744.15,731.0,740.1,11897710,2021-02-11,13.149999999999977,20.299999999999955,20.299999999999955
8,1392,AXISCADES,20210211,51.0,52.5,50.4,50.8,276551,2021-02-11,2.1000000000000014,0.8999999999999986,0.8999999999999986
8,1419,AYMSYNTEX,20210211,53.6,54.3,49.25,49.7,43744,2021-02-11,5.049999999999997,0.0,2.1999999999999957
8,1428,BAFNAPH,20210211,113.5,114.95,110.0,112.9,3239,2021-02-11,4.950000000000003,3.8499999999999943,3.8499999999999943
8,1437,BAGFILMS,20210211,2.65,2.75,2.65,2.7,57592,2021-02-11,0.10000000000000009,0.10000000000000009,0.10000000000000009
8,1446,BAJAJ-AUTO,20210211,4155.0,4202.4,4126.45,4181.9,546983,2021-02-11,75.94999999999982,63.5,63.5
8,1455,BAJAJCON,20210211,258.85,267.4,257.0,263.25,690621,2021-02-11,10.399999999999977,7.949999999999989,10.949999999999989
8,1464,BAJAJELEC,20210211,1022.5,1124.55,1022.35,1050.35,2191423,2021-02-11,102.19999999999993,22.5,61.299999999999955
8,1473,BAJAJFINSV,20210211,10105.0,10417.9,10105.0,10216.65,715538,2021-02-11,312.89999999999964,186.0,186.0
8,1482,BAJAJHIND,20210211,6.4,6.5,6.35,6.4,2516050,2021-02-11,0.15000000000000036,0.14999999999999947,0.14999999999999947
8,1491,BAJAJHLDNG,20210211,3520.95,3570.0,3490.0,3553.65,18298,2021-02-11,80.0,58.34999999999991,58.34999999999991
8,1500,BAJFINANCE,20210211,5470.0,5588.0,5455.75,5567.05,2028947,2021-02-11,132.25,107.35000000000036,107.35000000000036
8,1509,BALAJITELE,20210211,61.55,62.65,60.9,62.15,76777,2021-02-11,1.75,1.3500000000000014,1.3500000000000014
8,1518,BALAMINES,20210211,1468.0,1699.0,1440.65,1639.45,1087138,2021-02-11,258.3499999999999,52.0,56.799999999999955
8,1527,BALAXI,20210211,628.8,628.8,607.25,615.1,2624,2021-02-11,21.549999999999955,0.0,0.0
8,1545,BALKRISIND,20210211,1648.25,1668.0,1617.05,1648.8,2127519,2021-02-11,50.950000000000045,51.40000000000009,51.40000000000009
8,1554,BALMLAWRIE,20210211,114.15,116.4,114.15,114.65,282740,2021-02-11,2.25,2.75,3.450000000000003
8,1563,BALPHARMA,20210211,56.95,60.5,56.45,59.3,135546,2021-02-11,4.049999999999997,1.6999999999999957,2.6499999999999986
8,1572,BALRAMCHIN,20210211,158.4,162.8,157.75,158.95,701860,2021-02-11,5.050000000000011,2.9499999999999886,2.9499999999999886
8,1581,BANARBEADS,20210211,58.0,58.2,57.5,57.65,3892,2021-02-11,0.7000000000000028,0.5499999999999972,0.5499999999999972
8,1590,BANARISUG,20210211,1650.0,1650.0,1590.4,1631.75,1068,2021-02-11,59.59999999999991,24.40000000000009,34.049999999999955
8,1599,BANCOINDIA,20210211,160.0,165.75,148.9,157.8,943196,2021-02-11,16.849999999999994,3.3499999999999943,3.3499999999999943
8,1608,BANDHANBNK,20210211,333.55,335.85,329.55,332.65,8109340,2021-02-11,6.300000000000011,8.849999999999966,8.849999999999966
8,1617,BANG,20210211,27.3,27.45,25.8,26.95,8642,2021-02-11,1.6499999999999986,0.6500000000000021,0.6500000000000021
8,1626,BANKA,20210211,75.2,79.7,75.2,76.55,7592,2021-02-11,4.5,0.0,4.900000000000006
8,1635,BANKBARODA,20210211,79.65,81.2,76.85,77.2,65851076,2021-02-11,4.3500000000000085,3.0999999999999943,3.0999999999999943
8,1653,BANKINDIA,20210211,61.0,62.05,59.15,59.8,5963601,2021-02-11,2.8999999999999986,2.3999999999999986,3.25
8,1671,BANSWRAS,20210211,108.35,112.7,102.45,109.85,38596,2021-02-11,10.25,2.950000000000003,4.25
8,1680,BASF,20210211,1774.0,2002.4,1766.95,1923.8,540403,2021-02-11,235.45000000000005,31.299999999999955,31.299999999999955
8,1689,BASML,20210211,149.8,154.35,147.55,151.9,45256,2021-02-11,6.799999999999983,4.0,4.0
8,1698,BATAINDIA,20210211,1492.0,1542.6,1461.1,1531.45,4748507,2021-02-11,81.5,30.850000000000136,31.5
8,1707,BAYERCROP,20210211,5550.0,5600.0,5508.85,5550.05,15811,2021-02-11,91.14999999999964,78.44999999999982,78.44999999999982
8,1716,BBL,20210211,1038.0,1057.05,1035.0,1053.1,26591,2021-02-11,22.049999999999955,31.0,42.0
8,1725,BBTC,20210211,1249.7,1268.0,1241.05,1246.7,39993,2021-02-11,26.950000000000045,15.549999999999955,15.549999999999955
8,1734,BCG,20210211,7.5,8.25,7.4,8.1,11594919,2021-02-11,0.8499999999999996,0.2999999999999998,0.34999999999999964
8,1743,BCP,20210211,5.7,5.9,5.45,5.75,373472,2021-02-11,0.4500000000000002,0.3000000000000007,0.3000000000000007
8,1752,BDL,20210211,339.0,342.35,338.05,341.25,134331,2021-02-11,4.300000000000011,4.850000000000023,4.850000000000023
8,1761,BEARDSELL,20210211,10.4,10.4,9.9,10.0,4895,2021-02-11,0.5,0.3999999999999986,0.5
8,1770,BECTORFOOD,20210211,389.5,394.0,386.2,387.2,445939,2021-02-11,7.800000000000011,12.550000000000011,12.75
8,1779,BEDMUTHA,20210211,25.45,25.45,24.65,24.85,3320,2021-02-11,0.8000000000000007,1.1999999999999993,1.1999999999999993
8,1788,BEL,20210211,139.3,140.5,134.6,135.4,11797598,2021-02-11,5.900000000000006,3.5,3.5
8,1797,BEML,20210211,975.0,984.4,963.25,967.75,243392,2021-02-11,21.149999999999977,16.399999999999977,36.89999999999998
8,1806,BEPL,20210211,141.5,144.5,137.95,138.85,674558,2021-02-11,6.550000000000011,2.950000000000017,2.950000000000017
8,1815,BERGEPAINT,20210211,763.0,775.0,756.7,771.75,1605676,2021-02-11,18.299999999999955,14.0,16.799999999999955
8,1824,BFINVEST,20210211,281.2,286.35,281.2,283.95,9303,2021-02-11,5.150000000000034,6.800000000000011,6.800000000000011
8,1833,BFUTILITIE,20210211,286.35,289.05,282.15,284.1,128199,2021-02-11,6.900000000000034,6.5,6.5
8,1842,BGRENERGY,20210211,43.55,46.8,43.2,44.8,188213,2021-02-11,3.5999999999999943,1.4500000000000028,1.4500000000000028
8,1851,BHAGERIA,20210211,169.85,171.9,168.4,168.85,18637,2021-02-11,3.5,2.8499999999999943,2.8499999999999943
8,1860,BHAGYANGR,20210211,35.95,35.95,33.05,33.4,19820,2021-02-11,2.9000000000000057,1.2999999999999972,1.9000000000000057
8,1869,BHAGYAPROP,20210211,26.45,27.1,26.0,26.45,72643,2021-02-11,1.1000000000000014,0.3999999999999986,0.4499999999999993
8,1887,BHARATFORG,20210211,653.25,666.65,644.15,647.9,2694261,2021-02-11,22.5,16.799999999999955,16.799999999999955
8,1896,BHARATGEAR,20210211,80.5,80.8,76.3,79.6,31453,2021-02-11,4.5,2.5,3.8500000000000085
8,1905,BHARATRAS,20210211,10100.0,10100.0,9903.0,9921.5,3132,2021-02-11,197.0,113.09999999999854,113.09999999999854
8,1923,BHARTIARTL,20210211,592.0,603.55,589.0,598.1,18898771,2021-02-11,14.549999999999955,12.75,12.75
8,1932,BHEL,20210211,38.45,39.15,38.15,38.75,33240680,2021-02-11,1.0,1.3500000000000014,1.3500000000000014
8,1941,BIGBLOC,20210211,124.5,124.5,118.95,122.5,30809,2021-02-11,5.549999999999997,2.75,2.75
8,1950,BIL,20210211,161.45,171.75,160.55,168.1,9529,2021-02-11,11.199999999999989,1.9000000000000057,7.350000000000023
8,1959,BINDALAGRO,20210211,17.0,17.3,16.75,16.9,52310,2021-02-11,0.5500000000000007,0.5,0.6500000000000021
8,1968,BIOCON,20210211,403.0,412.55,403.0,406.4,3799980,2021-02-11,9.550000000000011,7.149999999999977,7.149999999999977
8,1977,BIOFILCHEM,20210211,73.4,76.2,72.4,72.4,41995,2021-02-11,3.799999999999997,2.75,3.3999999999999915
8,1986,BIRLACABLE,20210211,63.5,66.5,62.5,65.05,288836,2021-02-11,4.0,1.1999999999999957,1.1999999999999957
8,1995,BIRLACORPN,20210211,815.15,845.9,806.75,830.55,210358,2021-02-11,39.14999999999998,21.5,21.5
8,2004,BIRLAMONEY,20210211,42.9,43.75,42.9,43.2,80557,2021-02-11,0.8500000000000014,0.9000000000000057,0.9499999999999957
8,2013,BIRLATYRE,20210211,30.25,30.25,29.85,29.95,281696,2021-02-11,0.3999999999999986,0.75,0.75
8,2022,BKMINDST,20210211,1.0,1.05,0.95,1.0,73824,2021-02-11,0.10000000000000009,0.050000000000000044,0.050000000000000044
8,2031,BLBLIMITED,20210211,5.65,5.65,5.45,5.65,21869,2021-02-11,0.20000000000000018,0.25,0.25
8,2040,BLISSGVS,20210211,182.0,189.3,180.55,182.7,945963,2021-02-11,8.75,4.099999999999994,4.099999999999994
8,2058,BLS,20210211,103.0,106.2,103.0,105.05,42167,2021-02-11,3.200000000000003,3.0,3.0
8,2076,BLUEDART,20210211,4712.0,4740.0,4610.0,4667.1,51894,2021-02-11,130.0,104.79999999999927,104.79999999999927
8,2085,BLUESTARCO,20210211,814.35,835.0,800.0,826.6,379273,2021-02-11,35.0,15.799999999999955,15.799999999999955
8,2094,BODALCHEM,20210211,73.75,74.6,70.8,71.7,618405,2021-02-11,3.799999999999997,1.4000000000000057,1.4000000000000057
8,2103,BOMDYEING,20210211,73.25,74.8,72.9,73.2,1691893,2021-02-11,1.8999999999999915,1.3000000000000114,1.3000000000000114
